idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC3,eduHighestFatherC3,statInterviewYear,healthWbScore0to36,scghq2_dv,labHrsWorkWeek,labHrsWorkWeekL1,labC4,healthPsyDstrss0to12,demAdultChildFlag,labWageHrly,labWageHrlyL1,wealthOPMembers,wealthPPMembers,careNeedFlag,careHrsFormal,careHrsInformal,careFormalX,careHrsProvidedWeek,yBenReceivedFlag,yBenNonUCReceivedFlag,yBenUCReceivedFlag,yCapitalPersMonth,yPensPersGrossMonth,healthMentalMcs,healthPhysicalPcs,healthMentalPartnerMcs,healthPhysicalPartnerPcs,demLifeSatScore0to10,demEthnC4,demEthnC6,labUnempFlag,yFinDstrssFlag,labEmpNyear,demRgn,yHhQuintilesMonthC5,wealthPrptyFlag,wgtHhCross,wealthTotValue,wealthPensValue,wealthPrptyValue,wealthMortgageDebtValue,yDispMonth
15384,18865,34092,34093,-9,-9,1,1,75,0,0,0,3,3,-9,0,3,0,0,0,55,5,0,0,3,3,2019,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2.0671172,0,57.33,53.46,57.16,56.15,8.333333333333334,1,1,0,0,5,7,1,1,422,742787.88,206189.81,346806.06,0,1236.2262
15384,18865,34093,34092,-9,-9,1,0,70,0,0,0,3,3,-9,0,4,0,0,0,55,-5,0,0,3,-9,2019,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2.0139854,0,57.16,56.15,57.33,53.46,10,1,1,0,0,10,7,1,1,422,742787.88,206189.81,346806.06,0,1236.2262
15385,18866,34094,-9,-9,-9,1,1,67,0,0,0,2,2,-9,0,2,0,0,0,0,0,-968.44135,0,2,2,2019,13,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,32.49,28.43,-9,-9,5,1,1,0,0,0,12,1,0,531,-108186.41,7816.2476,43085.16,16706.307,2380.7578
15386,18867,34095,-9,-9,-9,1,0,69,0,0,0,3,3,-9,0,2,0,0,0,0,0,-961.56964,0,2,2,2019,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,57.98,29.33,-9,-9,5,1,1,0,0,0,13,2,0,1630,-158436.16,0,0,0,364.2532
15387,18868,34096,34097,-9,-9,1,1,54,0,0,0,3,3,-9,1,2,0,0,0,5,0,0,0,2,2,2019,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14.5,1,1,0,0,0,65.79000000000001,10.7,57.52,15.94,6.666666666666667,1,1,0,1,0,13,1,1,298.5,133740.88,153134.98,0,0,534.46704
15387,18868,34097,34096,-9,-9,1,0,54,0,0,0,2,2,-9,1,1,0,0,0,5,0,0,0,3,2,2019,12,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,57.52,15.94,65.79000000000001,10.7,3.333333333333333,1,1,0,0,0,13,1,1,298.5,133740.88,153134.98,0,0,534.46704
15388,18869,34098,-9,-9,-9,1,1,84,0,0,0,2,2,-9,0,3,0,6.1030102,5.7452612,0,0,-1148.4999,0,3,3,2019,12,2,0,0,4,2,0,0,0,0,0,1,0,0,0,0,1,1,0,6.2235904,5.6941171,52,54.51,-9,-9,8.333333333333334,1,1,0,0,0,8,2,1,278,1036479.1,49088.379,616411.5,0,849.02502
15389,18870,34099,-9,-9,-9,1,0,67,1,2,0,2,2,-9,0,3,0,6.9965925,7.0096574,0,0,-1010.2283,0,3,3,2019,12,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,3.4610474,7.1362338,44.61,42.04,-9,-9,6.666666666666667,1,1,0,0,0,9,2,1,2532,1829437.6,1184616.3,479557.72,0,1524.0697
15389,18871,34100,-9,34103,34102,1,1,1,1,2,1,3,0,-9,0,4,0,0,0,0,0,-1009.9209,-9,1,2,2019,11,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,45,61,-9,-9,7,1,1,-9,0,0,9,4,1,294.5,300567.31,28626.365,437529.59,214290.3,3211.9609
15389,18871,34101,-9,34103,34102,1,0,4,1,2,1,3,0,-9,0,4,0,0,0,0,0,-1012.6251,-9,1,2,2019,12,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,44,60,-9,-9,7,1,1,-9,0,0,9,4,1,294.5,300567.31,28626.365,437529.59,214290.3,3211.9609
15389,18871,34102,34103,-9,-9,1,1,34,1,2,0,2,2,-9,0,4,9.0828152,8.7724123,0,7,-3,155.34727,0,-9,-9,2019,10,0,35,40,1,1,0,24.241638,24.241638,1,0,0,0,0,0,0,1,1,0,4.9622059,0,50,57,55.36,51.57,7,1,1,0,0,1,9,4,1,294.5,300567.31,28626.365,437529.59,214290.3,3211.9609
15389,18871,34103,34102,34099,-9,1,0,37,1,2,0,1,1,-9,0,3,0,0,0,7,3,-38.554337,0,2,-9,2019,4,1,0,42,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2.8066764,0,55.36,51.57,50,57,8.333333333333334,1,1,0,0,9,9,4,1,294.5,300567.31,28626.365,437529.59,214290.3,3211.9609
15390,18872,34104,34105,-9,-9,1,0,45,0,2,0,1,1,-9,0,3,7.5511661,7.3601017,0,16,5,65.868378,0,2,2,2019,7,0,35,36,1,0,0,7.0880103,7.0880103,1,1,0,0,0,0,0,1,1,0,0,0,66.37,38.36,58.15,52.91,8.333333333333334,2,3,0,0,13,2,3,0,303.5,325139.41,87085.133,138904.83,81308.266,3196.905
15390,18872,34105,34104,-9,-9,1,1,40,0,2,0,1,1,-9,0,4,7.5115466,7.6882162,0,10,-5,109.64304,0,-9,-9,2019,8,0,42,60,1,0,0,3.8329313,3.8329313,1,1,0,0,0,0,0,1,1,0,4.6245565,0,58.15,52.91,66.37,38.36,8.333333333333334,2,3,0,0,10,2,3,0,303.5,325139.41,87085.133,138904.83,81308.266,3196.905
15391,18873,34106,-9,-9,-9,1,1,77,0,0,0,2,2,-9,0,1,0,0,0,0,0,-976.10345,0,2,1,2019,16,5,0,0,4,5,0,0,0,0,0,1,1.9400972,0,15.079809,27,1,1,0,6.3302279,0,43.03,14.16,-9,-9,1.666666666666667,1,1,0,0,0,10,1,1,1058,114569.01,20319.352,0,0,999.77887
15392,18874,34107,-9,-9,-9,1,0,88,0,0,0,3,3,-9,0,3,0,7.7450004,7.4443789,0,0,-950.48022,0,3,3,2019,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7.8215165,56.55,45.59,-9,-9,8.333333333333334,1,1,0,0,0,4,3,0,652,-35056.906,83320.336,0,0,2017.8917
15393,18875,34108,34109,-9,-9,1,0,76,0,0,0,3,3,-9,0,3,0,0,0,57,-5,17.301561,0,3,3,2019,10,0,0,0,4,0,0,0,0,0,0,1,0,0,0,7,1,1,0,0,0,53.39,44.47,32.5,17.73,8.333333333333334,1,1,0,0,9,4,2,1,716,31567.313,0,0,0,1044.9446
15393,18875,34109,34108,-9,-9,1,1,81,0,0,0,3,3,-9,0,1,0,3.1236734,3.3699617,8,5,44.124233,0,-9,-9,2019,27,11,0,0,4,11,0,0,0,0,0,1,0,0,0,0,1,1,0,3.4659853,3.2378573,32.5,17.73,53.39,44.47,1.666666666666667,1,1,0,0,0,4,2,1,716,31567.313,0,0,0,1044.9446
15394,18876,34110,34111,-9,-9,1,0,42,0,0,0,1,1,-9,0,4,8.861434,8.6279593,0,5,-6,-24.176895,0,-9,-9,2019,8,0,50,45,1,0,0,12.866683,12.866683,0,1,0,0,0,0,0,0,0,0,0,0,52.4,55.58,44.4,55.03,8.333333333333334,1,1,0,0,4,8,5,1,303,3589552.5,62138.766,2010365.8,719109.19,5758.6738
15394,18876,34111,34110,-9,-9,1,1,48,0,0,0,2,2,-9,0,4,9.2975349,8.9818392,0,5,6,6.8967576,0,2,2,2019,7,0,40,47,1,0,0,20.290728,20.290728,0,1,0,0,0,0,0,0,0,0,7.8364506,0,44.4,55.03,52.4,55.58,8.333333333333334,1,1,0,0,9,8,5,1,303,3589552.5,62138.766,2010365.8,719109.19,5758.6738
15395,18877,34112,-9,-9,-9,1,0,51,0,0,0,2,2,-9,0,2,7.5716314,7.8578815,0,0,0,-990.91748,0,2,3,2019,26,10,38,40,1,10,0,7.9641652,7.9641652,1,0,0,0,0,0,0,0,0,0,0,0,15.49,51.23,-9,-9,1.666666666666667,1,1,0,1,6,2,3,0,458,12003.313,100012.99,0,0,1087.5116
15396,18878,34113,-9,-9,-9,1,0,77,0,0,0,3,3,-9,0,3,0,0,0,0,0,-882.43127,0,3,3,2019,10,0,0,0,4,1,0,0,0,0,0,1,15.112557,15.060794,138.36656,0,1,1,0,0,0,52,46,-9,-9,8,1,1,0,0,0,2,1,0,794,0,0,0,0,770.11218
15397,18879,34114,34115,-9,-9,1,1,79,0,0,0,1,1,-9,0,3,0,7.4633913,7.0970006,6,4,-88.660225,0,3,3,2019,9,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2.809608,7.0889511,54,46,52,38.11,8,1,1,0,0,0,12,4,1,1123,1446864.1,605148.25,453739.63,0,2866.9995
15397,18879,34115,34114,-9,-9,1,0,75,0,0,0,1,1,-9,0,4,0,8.094758,8.1486502,6,-4,93.986031,0,2,3,2019,16,5,0,0,4,5,0,0,0,0,0,1,0,0,0,120,1,1,0,6.1557393,7.8289194,52,38.11,54,46,8.333333333333334,1,1,0,0,0,12,4,1,1123,1446864.1,605148.25,453739.63,0,2866.9995
15398,18880,34116,-9,-9,-9,1,0,75,0,0,0,3,3,-9,0,3,0,5.7762733,5.3602481,0,0,-936.09491,0,-9,-9,2019,12,2,0,0,4,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5.4957933,33.49,42.37,-9,-9,8.333333333333334,1,1,0,0,0,4,2,0,666,231167.34,2944.6545,0,0,2048.6292
15399,18881,34117,34118,-9,-9,1,0,72,0,0,0,3,3,-9,0,4,0,0,0,54,-2,124.85876,0,3,3,2019,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,57.16,56.15,52.22,53.26,10,1,1,0,0,0,7,3,1,847,468167.38,252751.16,174669.09,0,2021.5134
15399,18881,34118,34117,-9,-9,1,1,74,0,0,0,2,2,-9,0,3,0,7.81774,7.2547097,54,2,31.384716,0,3,3,2019,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,8.0927382,52.22,53.26,57.16,56.15,8.333333333333334,1,1,0,0,0,7,3,1,847,468167.38,252751.16,174669.09,0,2021.5134
15400,18882,34119,-9,-9,-9,1,0,78,0,0,0,3,3,-9,0,3,0,6.5011392,6.9344811,0,0,-1019.0451,0,3,3,2019,15,3,0,0,4,3,0,0,0,0,0,1,0,0,0,0,1,1,0,4.2548232,6.4185028,40.14,38.19,-9,-9,6.666666666666667,1,1,0,0,0,9,2,0,606,167920.06,93166.008,0,0,708.06506
15401,18883,34120,-9,-9,-9,1,1,57,0,0,0,2,2,-9,0,2,7.8156219,7.7904401,5.2780762,0,0,-948.67017,0,3,-9,2019,23,11,42,50,1,11,0,6.2395201,6.2395201,1,0,0,0,0,0,0,1,1,0,0,5.4881611,36.16,34.96,-9,-9,5,1,1,0,1,6,5,4,0,454,25671.713,111458.41,0,0,932.43048
15402,18884,34121,34125,-9,-9,1,1,36,0,3,0,3,3,-9,0,3,8.0268774,7.9964271,0,12,0,68.676964,0,2,2,2019,13,2,40,48,1,2,0,11.120231,11.120231,1,0,0,0,0,0,0,1,1,0,0,0,32.97,56.45,51.41,50.61,3.333333333333333,1,1,0,0,7,6,3,0,380.79999,228984.27,36381.789,49846.324,74112.398,2458.5505
15402,18884,34122,-9,34125,34121,1,1,11,0,3,1,3,0,-9,0,4,0,0,0,0,0,-964.28265,-9,1,3,2019,11,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,47,60,-9,-9,7,1,1,-9,0,0,6,3,0,380.79999,228984.27,36381.789,49846.324,74112.398,2458.5505
15402,18884,34123,-9,34125,34121,1,1,4,0,3,1,3,0,-9,0,4,0,0,0,0,0,-1101.0468,-9,1,3,2019,11,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,46,61,-9,-9,7,1,1,-9,0,0,6,3,0,380.79999,228984.27,36381.789,49846.324,74112.398,2458.5505
15402,18884,34124,-9,34125,34121,1,0,16,0,3,1,2,0,-9,0,4,0,0,0,0,0,-1017.2364,-9,1,3,2019,12,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,56.35,48.3,-9,-9,8.333333333333334,1,1,0,0,0,6,3,0,380.79999,228984.27,36381.789,49846.324,74112.398,2458.5505
15402,18884,34125,34121,-9,-9,1,0,36,0,3,0,1,1,-9,0,3,7.1254468,7.2156758,0,12,0,3.0647235,0,2,2,2019,8,4,28,31,1,4,0,5.2428198,5.2428198,1,0,0,0,0,0,0,1,1,0,0,0,51.41,50.61,32.97,56.45,1.666666666666667,1,1,0,0,7,6,3,0,380.79999,228984.27,36381.789,49846.324,74112.398,2458.5505
15403,18885,34126,-9,-9,-9,1,1,24,0,0,1,1,0,0,0,5,0,0,0,0,0,-1055.7959,-9,-9,-9,2019,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5283027,0,54.1,59.11,-9,-9,8.333333333333334,1,1,0,0,3,12,1,0,266,233611.53,0,0,0,1819.8625
15404,18886,34127,-9,-9,-9,1,0,96,0,0,0,3,3,-9,0,3,0,0,0,0,0,-1031.45,-9,3,3,2019,10,0,0,0,4,1,0,0,0,0,0,1,0,30.140867,0,0,1,1,0,0,0,62.67,25.08,-9,-9,10,1,1,0,0,0,1,1,0,455,-50883.961,0,27831.613,0,1298.8926
15405,18887,34128,34129,-9,-9,1,1,60,0,1,0,1,1,-9,0,3,7.6344476,7.6556425,0,25,6,-79.924042,-9,3,3,2019,10,0,24,0,1,1,0,12.395905,12.395905,1,0,0,0,0,0,0,0,0,0,3.3573799,0,50,49,47,49,7,2,3,0,0,13,4,3,1,1711,281032.69,159701.27,142430.42,0,1404.1709
15405,18887,34129,34128,-9,-9,1,0,54,0,1,0,3,3,-9,0,3,0,0,0,25,-6,-61.303783,-9,3,3,2019,12,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,49,50,49,7,2,3,0,0,0,4,3,1,1711,281032.69,159701.27,142430.42,0,1404.1709
15405,18888,34130,-9,34129,34128,1,1,31,0,1,0,2,2,-9,0,4,0,0,0,0,0,-1095.2556,-9,3,1,2019,10,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,58,-9,-9,7,2,3,1,0,6,4,1,1,1785,142103.77,-44625.461,0,0,0
15405,18889,34131,-9,34129,34128,1,1,27,0,1,0,1,1,-9,0,4,8.4488878,8.5785093,0,0,0,-910.14001,-9,3,1,2019,10,0,30,0,1,1,1,17.141983,17.141983,1,0,0,0,0,0,0,0,0,0,0,0,48,58,-9,-9,7,2,3,0,0,7,4,5,1,345,204965.73,2898.7725,0,0,1886.526
15405,18890,34132,-9,34129,34128,1,1,23,0,1,0,2,2,-9,0,4,7.8626757,7.8027935,0,0,0,-1014.0127,-9,3,1,2019,11,0,39,0,1,1,1,8.0141916,8.0141916,0,0,0,0,0,0,0,0,0,0,0,0,48,59,-9,-9,7,2,3,0,0,1,4,4,1,497,81060.742,0,0,0,1588.0516
15405,18891,34133,-9,34129,34128,1,0,21,0,1,1,2,0,-9,0,4,0,0,0,0,0,-1065.6207,-9,3,1,2019,12,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,58,-9,-9,7,2,3,0,0,0,4,1,1,540,119403.61,0,0,0,0
15405,18892,34134,-9,34129,34128,1,1,25,0,1,0,3,3,-9,0,4,0,0,0,0,0,-1071.6356,-9,3,1,2019,10,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,59,-9,-9,7,2,3,1,0,2,4,1,1,252,0,0,0,0,0
15405,18893,34135,-9,34129,34128,1,1,24,0,1,0,3,3,-9,0,4,8.0392504,7.8747849,0,0,0,-907.9491,-9,3,1,2019,10,0,47,0,1,1,1,6.9102592,6.9102592,1,0,0,0,0,0,0,0,0,0,0,0,48,59,-9,-9,7,2,3,0,0,4,4,3,1,665,-240205.36,-86183.227,0,0,994.45502
15406,18894,34136,-9,34137,34139,1,1,11,0,3,1,3,0,-9,0,4,0,0,0,0,0,-950.12561,-9,1,1,2019,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,46,60,-9,-9,7,1,1,-9,0,0,1,3,1,1018,13731.116,36012.031,334436.25,243359.56,2265.7859
15406,18894,34137,34139,-9,-9,1,0,46,0,3,0,1,1,-9,0,4,0,0,0,25,0,-64.040237,0,2,3,2019,13,2,0,11,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4.0743136,0,53.76,51.1,48.87,58.55,8.333333333333334,1,1,0,0,11,1,3,1,1018,13731.116,36012.031,334436.25,243359.56,2265.7859
15406,18894,34138,-9,34137,34139,1,1,13,0,3,1,3,0,-9,0,4,0,0,0,0,0,-1031.1605,-9,1,1,2019,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,47,60,-9,-9,7,1,1,-9,0,0,1,3,1,1018,13731.116,36012.031,334436.25,243359.56,2265.7859
15406,18894,34139,34137,-9,-9,1,1,46,0,3,0,1,1,-9,0,4,8.280571,8.6492386,0,25,0,112.46411,0,2,2,2019,12,0,38,38,1,0,0,12.291471,12.291471,0,0,0,0,0,0,0,1,1,0,0,0,48.87,58.55,53.76,51.1,6.666666666666667,1,1,0,0,12,1,3,1,1018,13731.116,36012.031,334436.25,243359.56,2265.7859
15406,18894,34140,-9,34137,34139,1,0,10,0,3,1,3,0,-9,0,4,0,0,0,0,0,-1106.8773,-9,1,1,2019,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,44,60,-9,-9,7,1,1,-9,0,0,1,3,1,1018,13731.116,36012.031,334436.25,243359.56,2265.7859
15407,18895,34141,-9,34143,34142,1,1,15,0,2,1,3,0,-9,0,3,0,0,0,0,0,-913.69745,-9,1,2,2019,12,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,44,55,-9,-9,6,4,5,-9,0,0,6,4,1,846.5,220258.8,86311.695,280238.47,114228.75,3394.4224
15407,18895,34142,34143,-9,-9,1,1,52,0,2,0,2,2,-9,0,3,8.4862642,8.4734335,0,1,4,37.102322,-9,-9,-9,2019,12,0,48,0,1,0,0,11.641768,11.641768,2,0,0,0,0,0,0,1,1,0,0,0,58.32,50.22,43.12,58.55,6.666666666666667,4,5,0,0,11,6,4,1,846.5,220258.8,86311.695,280238.47,114228.75,3394.4224
15407,18895,34143,34142,-9,-9,1,0,48,0,2,0,1,1,-9,0,3,7.8494186,7.7801466,0,24,-4,-35.664696,-9,3,3,2019,7,0,30,0,1,0,0,11.165745,11.165745,2,0,0,0,0,0,0,1,1,0,1.0753419,0,43.12,58.55,58.32,50.22,1.666666666666667,4,5,0,0,11,6,4,1,846.5,220258.8,86311.695,280238.47,114228.75,3394.4224
15407,18895,34144,-9,34143,34142,1,1,11,0,2,1,3,0,-9,0,4,0,0,0,0,0,-1124.7173,-9,1,2,2019,11,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,46,60,-9,-9,7,4,5,-9,0,0,6,4,1,846.5,220258.8,86311.695,280238.47,114228.75,3394.4224
15407,18896,34145,-9,34143,34142,1,1,26,0,2,0,1,1,-9,0,4,8.1127167,7.9092488,0,0,0,-1007.4564,-9,1,2,2019,10,0,40,0,1,0,1,10.301077,10.301077,1,0,0,0,0,0,0,1,1,0,0,0,50.65,60.47,-9,-9,8.333333333333334,4,5,0,0,3,6,4,1,888,5134.7495,-30465.928,0,0,1544.9846
15407,18897,34146,-9,34143,34142,1,1,21,0,2,1,2,0,-9,0,5,0,0,0,0,0,-974.87433,-9,1,2,2019,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,51.54,58.85,-9,-9,8.333333333333334,4,5,0,0,0,6,1,1,790,-83609.781,0,0,0,0
15408,18898,34147,34148,-9,-9,1,1,76,0,0,0,3,3,-9,0,2,0,8.0211649,8.1279202,44,7,10.428331,0,3,3,2019,13,3,0,0,4,3,0,0,0,0,0,0,1.877862,29.935188,25.374437,0,1,1,0,6.0520668,8.2019968,45.96,38.67,51.91,47.75,8.333333333333334,1,1,0,0,6,6,4,1,510,1354300.9,839413,189732.7,0,3757.6868
15408,18898,34148,34147,-9,-9,1,0,69,0,0,0,2,2,-9,0,3,0,8.1894855,7.6494622,44,-7,56.445927,0,3,3,2019,8,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7.6308017,51.91,47.75,45.96,38.67,6.666666666666667,2,3,0,0,0,6,4,1,510,1354300.9,839413,189732.7,0,3757.6868
15409,18899,34149,34150,-9,-9,1,0,50,0,0,0,3,3,-9,1,1,0,0,0,32,-7,0,0,3,2,2019,14,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,29.13,28.71,50,49,5,2,3,0,0,0,6,1,1,589,-5960.3301,0,0,0,1211.6354
15409,18899,34150,34149,-9,-9,1,1,57,0,0,0,3,3,-9,1,3,0,0,0,9,7,0,0,-9,-9,2019,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,50,49,29.13,28.71,7,2,3,0,0,0,6,1,1,589,-5960.3301,0,0,0,1211.6354
15409,18900,34151,-9,34149,34150,1,0,29,0,0,0,1,1,-9,0,4,0,0,0,0,0,-1039.725,0,3,2,2019,12,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,49.02,56.38,-9,-9,5,2,3,1,1,2,6,2,1,258,67397.539,0,0,0,303.25552
15409,18901,34152,-9,34149,34150,1,1,25,0,0,0,2,2,-9,0,4,0,0,0,0,0,-946.00659,0,3,2,2019,10,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,48,59,-9,-9,7,2,3,1,1,0,6,2,1,479,0,0,0,0,0
15409,18902,34153,-9,34149,34150,1,0,27,0,0,0,2,2,-9,0,3,0,0,0,0,0,-882.77551,-9,3,2,2019,12,0,0,0,3,0,1,0,0,0,0,0,0,0,0,14.5,1,1,0,0,0,60.29,52.11,-9,-9,6.666666666666667,2,3,1,1,0,6,1,1,567,163467.73,0,0,0,93.255402
15410,18903,34154,-9,-9,-9,1,0,67,0,0,0,2,2,-9,0,2,0,0,0,0,0,-994.0697,0,-9,-9,2019,31,11,0,0,4,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,27.38,38.97,-9,-9,5,1,1,0,0,0,6,1,0,2447,380652.56,0,0,0,2385.1123
15411,18904,34155,-9,-9,-9,1,0,83,0,0,0,3,3,-9,0,2,0,4.0527458,4.4016709,0,0,-974.29688,0,3,2,2019,7,0,0,0,4,0,0,0,0,0,0,1,0,14.375168,0,0,1,1,0,0,4.3695807,71.21000000000001,10.55,-9,-9,8.333333333333334,1,1,0,0,0,12,2,1,191,229831.41,-12625.841,180353.95,48010.68,1032.8723
15412,18905,34156,-9,34159,34158,1,0,12,0,2,1,3,0,-9,0,3,0,0,0,0,0,-929.49908,-9,2,1,2019,14,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,41,55,-9,-9,6,1,1,-9,0,0,1,4,0,628.5,462172.38,231539.48,158406.38,0,2839.9189
15412,18905,34157,-9,34159,34158,1,1,13,0,2,1,3,0,-9,0,3,0,0,0,0,0,-1007.2829,-9,2,1,2019,13,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,43,56,-9,-9,6,1,1,-9,0,0,1,4,0,628.5,462172.38,231539.48,158406.38,0,2839.9189
15412,18905,34158,34159,-9,-9,1,1,50,0,2,0,1,1,-9,0,3,7.8016348,7.8790884,0,19,12,-8.663228,0,1,1,2019,11,0,37,37,1,0,0,10.321807,10.321807,2,0,0,0,0,0,0,1,1,0,0,0,53.61,52.37,39.28,29.55,6.666666666666667,1,1,0,0,9,1,4,0,628.5,462172.38,231539.48,158406.38,0,2839.9189
15412,18905,34159,34158,-9,-9,1,0,38,0,2,0,2,2,-9,0,1,8.4022627,8.3343296,0,20,-12,106.88052,0,2,2,2019,24,12,40,45,1,12,0,13.068686,13.068686,2,0,0,0,0,0,0,1,1,0,0,0,39.28,29.55,53.61,52.37,3.333333333333333,1,1,0,0,4,1,4,0,628.5,462172.38,231539.48,158406.38,0,2839.9189
15413,18906,34160,34161,-9,-9,1,1,55,0,0,0,2,2,-9,0,4,8.7917433,9.111064,0,8,-4,39.976143,0,-9,-9,2019,6,0,50,52,1,0,0,19.307688,19.307688,1,0,0,0,0,0,0,0,0,0,0,0,44.49,61.79,54.96,53.17,10,1,1,0,0,11,12,5,1,1993.5,166178.28,-96316.5,62553.754,0,2799.7747
15413,18906,34161,34160,-9,-9,1,0,59,0,0,0,2,2,-9,0,3,0,0,0,8,4,9.3848772,0,3,3,2019,7,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.71666664,0,54.96,53.17,44.49,61.79,8.333333333333334,1,1,0,0,7,12,5,1,1993.5,166178.28,-96316.5,62553.754,0,2799.7747
15414,18907,34162,-9,34163,34164,1,1,10,0,1,1,3,0,-9,0,4,0,0,0,0,0,-904.78754,-9,2,2,2019,11,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,46,61,-9,-9,7,4,2,-9,0,0,10,4,1,688,261408.33,123918.13,295846.88,70495.953,2644.2815
15414,18907,34163,34164,-9,-9,1,0,48,0,1,0,2,2,-9,0,2,7.6367106,7.5290184,0,19,-6,-169.9167,0,2,2,2019,23,11,26,26,1,11,0,7.3615046,7.3615046,1,0,0,0,0,0,7,1,1,0,0,0,25.32,41.25,55.6,47.8,3.333333333333333,1,1,0,0,11,10,4,1,688,261408.33,123918.13,295846.88,70495.953,2644.2815
15414,18907,34164,34163,-9,-9,1,1,54,0,1,0,2,2,-9,0,2,8.2085953,8.1612167,0,3,6,-20.430294,0,-9,-9,2019,12,0,45,60,1,0,0,12.092938,12.092938,1,0,0,0,0,0,7,1,1,0,0,0,55.6,47.8,25.32,41.25,8.333333333333334,1,1,0,0,11,10,4,1,688,261408.33,123918.13,295846.88,70495.953,2644.2815
15414,18908,34165,-9,34163,34164,1,1,19,0,1,0,2,2,-9,0,4,7.1256561,7.1191297,0,0,0,-1022.1462,0,2,2,2019,6,1,21,0,1,1,1,4.720747,4.720747,1,0,0,0,0,0,2,1,1,0,0,0,54.2,57.49,-9,-9,8.333333333333334,1,1,0,0,1,10,2,1,873,-24202.748,53504.082,0,0,853.93494
15414,18909,34166,-9,34163,34164,1,1,18,0,1,0,2,2,1,0,4,7.0121236,6.866159,0,0,0,-991.2915,-9,2,2,2019,13,1,16,0,1,1,1,7.0195632,7.0195632,1,0,0,0,0,0,0,1,1,0,1.640715,0,47.62,56.48,-9,-9,5,1,1,0,0,1,10,2,1,4282,-52810.656,25982.34,0,0,-61.410881
